Datetime,Branch,Gender,Age,NPS,CSI,Loyalty,CES,Registration,Doctor Consultation,Nurse Service,Pharmacy Service,Laboratory,Emergency Response,Billing Process,Facility Cleanliness,Staff Friendliness,Waiting Time,Improvement_Feedback
10/10/2025 12.26,Always Healthy Hospital Makassar,Male,38,9,4,4,4,3,3,4,3,3,4,4,3,3,3,service good
16/10/2025 23.58,Always Healthy Hospital Tangerang,Female,43,8,5,4,5,4,3,4,4,5,4,4,4,4,4,service good
19/10/2025 20.04,Always Healthy Hospital Denpasar,Male,60,10,4,5,4,3,4,3,4,4,4,4,5,4,4,service good
04/10/2025 19.09,Always Healthy Hospital Tangerang,Female,50,8,4,4,4,4,4,4,4,4,4,3,4,4,3,service good
24/10/2025 09.06,Always Healthy Hospital Denpasar,Male,38,9,5,5,5,5,4,4,4,4,4,4,5,5,5,service good
21/10/2025 21.28,Always Healthy Hospital Batam,Female,45,9,4,3,4,3,4,4,4,4,5,3,4,3,3,service good
24/10/2025 04.33,Always Healthy Hospital Jakarta,Male,44,9,4,4,4,4,4,4,3,4,4,3,3,4,4,service good
06/10/2025 17.59,Always Healthy Hospital Denpasar,Female,41,9,5,4,5,5,4,3,4,4,3,4,5,4,3,service good
20/10/2025 02.06,Always Healthy Hospital Medan,Male,45,9,5,4,4,4,4,4,4,4,4,4,5,4,4,service good
13/10/2025 18.23,Always Healthy Hospital Bekasi,Female,56,8,4,4,4,4,4,5,3,4,4,4,4,4,4,service good
01/10/2025 18.08,Always Healthy Hospital Padang,Male,40,10,4,4,5,5,4,5,5,5,5,4,5,5,4,service good
18/10/2025 12.09,Always Healthy Hospital Medan,Female,39,8,4,4,4,3,3,5,5,4,3,4,3,5,3,service good
30/10/2025 02.14,Always Healthy Hospital Bogor,Male,21,1,4,4,4,4,4,5,5,4,4,3,4,5,4,service good
05/10/2025 19.24,Always Healthy Hospital Denpasar,Female,37,8,4,4,3,4,4,4,5,4,4,4,4,4,3,service good
18/10/2025 13.53,Always Healthy Hospital Tangerang,Male,46,9,4,4,4,3,4,3,3,4,4,3,4,4,3,service good
16/10/2025 23.37,Always Healthy Hospital Banjarmasin,Female,29,7,4,4,4,3,4,4,4,3,4,3,3,4,3,service good
03/10/2025 14.26,Always Healthy Hospital Jakarta,Male,60,3,4,4,3,3,3,4,3,3,3,2,4,3,4,improve Billing Process
06/10/2025 09.25,Always Healthy Hospital Jakarta,Female,24,6,3,4,4,4,4,4,3,4,4,4,4,4,4,service good
04/10/2025 13.58,Always Healthy Hospital Bandung,Male,26,8,5,5,4,4,4,4,3,4,4,3,4,4,3,service good
10/10/2025 08.18,Always Healthy Hospital Pekanbaru,Female,25,3,4,4,4,4,4,3,4,5,5,3,4,4,3,service good
07/10/2025 18.18,Always Healthy Hospital Tangerang,Male,37,7,4,4,4,4,5,4,4,3,4,3,4,4,3,service good
10/10/2025 09.06,Always Healthy Hospital Surabaya,Female,35,9,4,4,3,4,3,4,4,3,4,4,4,4,3,service good
28/10/2025 19.32,Always Healthy Hospital Depok,Male,40,8,4,4,5,4,3,4,4,4,5,4,4,3,4,service good
24/10/2025 04.59,Always Healthy Hospital Batam,Female,24,8,4,4,5,4,5,4,4,4,3,4,4,3,4,service good
04/10/2025 13.43,Always Healthy Hospital Makassar,Male,33,7,4,3,4,4,4,5,4,4,3,4,4,3,4,service good
24/10/2025 23.18,Always Healthy Hospital Bandung,Female,37,7,4,4,4,3,3,4,3,3,4,2,3,3,3,improve Billing Process
18/10/2025 14.41,Always Healthy Hospital Malang,Male,61,10,4,3,3,4,4,3,4,4,3,4,3,3,3,service good
07/10/2025 03.19,Always Healthy Hospital Banjarmasin,Female,47,9,4,4,4,4,5,4,4,3,3,4,5,4,4,service good
02/10/2025 00.27,Always Healthy Hospital Surabaya,Male,54,9,5,4,5,5,5,5,5,5,5,5,5,5,5,service good
14/10/2025 22.52,Always Healthy Hospital Pekanbaru,Female,34,8,5,5,4,4,5,5,4,5,4,4,4,5,4,service good
02/10/2025 09.51,Always Healthy Hospital Medan,Male,51,7,2,4,3,3,3,4,4,3,4,3,3,3,3,service good
31/10/2025 11.25,Always Healthy Hospital Makassar,Female,33,9,4,4,4,4,3,3,3,4,4,4,3,3,3,service good
16/10/2025 09.10,Always Healthy Hospital Pekanbaru,Male,59,9,4,5,4,5,4,4,5,5,5,4,5,4,4,service good
22/10/2025 02.16,Always Healthy Hospital Batam,Female,58,10,4,4,4,4,4,4,5,3,4,3,3,4,3,service good
11/10/2025 22.31,Always Healthy Hospital Palembang,Male,21,1,4,4,4,5,3,3,3,3,4,3,3,4,4,service good
09/10/2025 17.20,Always Healthy Hospital Bekasi,Female,63,9,4,3,4,5,3,4,4,5,4,3,3,4,4,service good
31/10/2025 19.54,Always Healthy Hospital Banjarmasin,Male,29,7,4,4,4,4,4,3,5,5,4,4,4,4,4,service good
19/10/2025 11.21,Always Healthy Hospital Padang,Female,50,1,4,4,5,5,3,4,3,5,4,4,4,4,4,service good
30/10/2025 08.53,Always Healthy Hospital Batam,Male,36,10,4,4,3,4,4,4,5,4,5,4,4,4,4,service good
10/10/2025 01.17,Always Healthy Hospital Batam,Female,57,9,4,4,4,3,4,4,4,4,3,3,4,3,3,service good
13/10/2025 11.43,Always Healthy Hospital Banjarmasin,Male,32,3,3,4,3,3,4,3,3,3,4,3,3,3,2,improve Waiting Time
13/10/2025 01.18,Always Healthy Hospital Palembang,Female,40,8,4,3,4,4,3,3,4,4,3,3,3,3,3,service good
06/10/2025 15.19,Always Healthy Hospital Pekanbaru,Male,55,9,4,3,4,3,4,4,4,4,3,3,3,4,3,service good
11/10/2025 17.14,Always Healthy Hospital Surabaya,Female,40,7,4,4,4,3,4,4,3,3,3,4,3,3,4,service good
16/10/2025 13.22,Always Healthy Hospital Bandung,Male,48,9,4,4,4,3,3,4,4,4,4,3,3,3,3,service good
16/10/2025 09.38,Always Healthy Hospital Tangerang,Female,52,10,4,3,3,3,3,3,4,4,3,4,4,3,3,service good
19/10/2025 20.49,Always Healthy Hospital Manado,Male,59,7,4,4,4,5,4,5,4,5,5,5,4,4,4,service good
09/10/2025 08.04,Always Healthy Hospital Semarang,Female,51,7,4,5,4,4,4,4,4,3,5,4,5,4,4,service good
01/10/2025 18.25,Always Healthy Hospital Manado,Male,57,9,5,5,5,5,4,5,5,5,4,5,5,5,4,service good
09/10/2025 04.04,Always Healthy Hospital Palembang,Female,45,3,3,3,4,3,4,4,4,3,4,3,4,4,3,service good
20/10/2025 04.31,Always Healthy Hospital Medan,Male,47,10,4,3,4,4,3,4,5,3,3,3,3,4,3,service good
25/10/2025 16.42,Always Healthy Hospital Jakarta,Female,34,10,3,4,4,4,4,5,4,4,4,3,5,4,4,service good
09/10/2025 12.08,Always Healthy Hospital Balikpapan,Male,25,7,3,3,4,4,3,3,3,4,3,4,3,4,3,service good
23/10/2025 17.44,Always Healthy Hospital Batam,Female,41,10,4,4,4,4,5,4,4,3,4,4,4,3,4,service good
28/10/2025 17.33,Always Healthy Hospital Denpasar,Male,50,6,4,4,5,5,5,5,5,5,4,4,5,5,4,service good
29/10/2025 02.25,Always Healthy Hospital Yogyakarta,Female,59,8,5,5,4,4,4,3,5,5,4,4,4,5,4,service good
13/10/2025 08.55,Always Healthy Hospital Banjarmasin,Male,43,9,4,4,5,4,4,4,4,4,3,4,5,4,4,service good
04/10/2025 03.01,Always Healthy Hospital Malang,Female,38,7,4,4,4,3,4,4,4,4,4,4,3,4,4,service good
23/10/2025 03.20,Always Healthy Hospital Bogor,Male,64,10,3,4,3,4,3,3,3,3,3,3,4,3,4,service good
08/10/2025 04.55,Always Healthy Hospital Jakarta,Female,34,8,4,4,3,3,3,3,3,4,4,3,3,4,3,service good
21/10/2025 22.15,Always Healthy Hospital Manado,Male,46,3,3,4,4,4,3,4,4,3,4,4,4,5,3,service good
08/10/2025 18.50,Always Healthy Hospital Medan,Female,27,10,4,4,4,3,4,4,4,4,4,3,3,4,3,service good
27/10/2025 08.41,Always Healthy Hospital Yogyakarta,Male,34,9,4,5,5,3,5,5,5,5,4,3,5,3,4,service good
02/10/2025 13.22,Always Healthy Hospital Bandung,Female,44,7,3,4,4,4,4,4,3,4,4,3,3,4,4,service good
31/10/2025 11.59,Always Healthy Hospital Depok,Male,65,9,3,4,3,2,3,4,3,3,3,3,3,3,3,improve Registration
11/10/2025 20.00,Always Healthy Hospital Palembang,Female,61,8,4,4,4,4,4,4,3,4,4,4,4,4,4,service good
26/10/2025 07.49,Always Healthy Hospital Semarang,Male,28,10,4,5,5,4,4,4,4,4,4,4,5,4,4,service good
12/10/2025 03.25,Always Healthy Hospital Depok,Female,33,10,3,3,3,3,2,3,2,4,3,4,4,4,3,"improve Doctor Consultation, Pharmacy Service"
27/10/2025 10.42,Always Healthy Hospital Pekanbaru,Male,43,8,4,4,4,4,4,4,4,4,4,3,4,3,4,service good
07/10/2025 11.48,Always Healthy Hospital Manado,Female,30,10,3,3,3,3,2,4,3,4,3,4,3,3,3,improve Doctor Consultation
27/10/2025 17.16,Always Healthy Hospital Jakarta,Male,25,9,5,5,4,5,4,5,5,4,5,3,5,5,3,service good
04/10/2025 08.48,Always Healthy Hospital Balikpapan,Female,29,10,5,4,4,4,5,5,5,4,5,4,4,5,4,service good
30/10/2025 18.16,Always Healthy Hospital Pekanbaru,Male,64,3,3,3,4,4,3,4,4,3,4,3,3,4,3,service good
04/10/2025 05.09,Always Healthy Hospital Pekanbaru,Female,34,10,5,5,4,5,5,5,5,5,4,5,4,5,5,service good
18/10/2025 03.50,Always Healthy Hospital Semarang,Male,60,8,4,3,4,4,5,4,3,4,3,3,4,3,4,service good
01/10/2025 21.20,Always Healthy Hospital Banjarmasin,Female,26,7,4,4,4,5,5,4,5,4,5,5,5,5,3,service good
31/10/2025 00.32,Always Healthy Hospital Manado,Male,26,9,4,4,4,4,4,4,4,3,3,3,4,4,3,service good
07/10/2025 06.10,Always Healthy Hospital Balikpapan,Female,65,10,5,5,5,5,4,5,4,4,4,5,5,4,4,service good
03/10/2025 07.31,Always Healthy Hospital Makassar,Male,48,7,5,4,4,5,4,4,5,4,5,4,5,4,4,service good
07/10/2025 12.52,Always Healthy Hospital Jakarta,Female,34,10,4,4,4,4,4,5,4,5,3,4,4,4,4,service good
26/10/2025 16.16,Always Healthy Hospital Makassar,Male,36,9,4,4,4,3,5,4,4,5,5,4,4,4,5,service good
14/10/2025 04.34,Always Healthy Hospital Denpasar,Female,21,7,4,4,4,4,3,5,4,3,3,4,4,4,4,service good
17/10/2025 01.31,Always Healthy Hospital Makassar,Male,61,10,4,4,4,5,4,4,4,4,5,3,4,5,4,service good
28/10/2025 19.44,Always Healthy Hospital Yogyakarta,Female,57,10,4,4,4,5,4,4,5,4,4,3,4,4,4,service good
21/10/2025 04.08,Always Healthy Hospital Makassar,Male,56,9,4,4,3,4,4,4,4,4,4,4,4,5,4,service good
30/10/2025 17.17,Always Healthy Hospital Padang,Female,35,10,4,3,4,4,4,4,4,4,4,4,4,4,3,service good
01/10/2025 10.46,Always Healthy Hospital Padang,Male,56,10,4,4,4,5,2,4,5,4,4,3,4,4,3,improve Doctor Consultation
19/10/2025 03.31,Always Healthy Hospital Denpasar,Female,34,2,4,4,3,4,4,3,4,4,3,4,3,3,3,service good
19/10/2025 21.50,Always Healthy Hospital Palembang,Male,37,9,3,4,3,3,3,4,4,5,4,4,4,3,3,service good
01/10/2025 04.59,Always Healthy Hospital Medan,Female,48,10,4,4,3,4,3,4,4,4,4,4,4,4,4,service good
17/10/2025 01.58,Always Healthy Hospital Jakarta,Male,64,8,3,5,3,4,4,5,5,4,3,4,3,4,4,service good
24/10/2025 18.39,Always Healthy Hospital Tangerang,Female,22,9,4,3,4,3,3,4,3,3,3,3,3,3,3,service good
09/10/2025 06.00,Always Healthy Hospital Pekanbaru,Male,40,10,4,3,4,4,4,4,3,4,3,3,4,4,4,service good
05/10/2025 15.43,Always Healthy Hospital Depok,Female,21,8,4,4,4,4,5,3,2,4,4,4,4,4,4,improve Pharmacy Service
30/10/2025 14.30,Always Healthy Hospital Medan,Male,43,9,4,4,4,4,4,4,5,4,4,3,4,4,4,service good
05/10/2025 19.00,Always Healthy Hospital Pekanbaru,Female,60,8,4,3,4,5,3,4,4,3,4,4,4,3,4,service good
17/10/2025 02.07,Always Healthy Hospital Yogyakarta,Male,28,9,4,4,4,4,4,5,4,5,4,3,4,4,4,service good
07/10/2025 11.08,Always Healthy Hospital Manado,Female,31,7,5,5,5,4,5,4,5,4,4,5,4,4,5,service good
23/10/2025 03.18,Always Healthy Hospital Tangerang,Male,24,9,5,4,4,4,5,4,4,4,4,4,4,4,4,service good
14/10/2025 03.45,Always Healthy Hospital Malang,Female,61,10,4,3,4,4,4,4,4,3,4,4,4,4,3,service good
25/10/2025 02.58,Always Healthy Hospital Bandung,Male,65,2,4,4,4,4,4,4,4,5,4,4,5,5,4,service good
10/10/2025 15.14,Always Healthy Hospital Padang,Female,32,5,3,4,4,4,3,3,4,3,5,3,3,4,3,service good
05/10/2025 05.17,Always Healthy Hospital Batam,Male,44,9,4,4,4,5,4,4,5,4,5,5,4,5,4,service good
16/10/2025 12.03,Always Healthy Hospital Medan,Female,42,8,4,4,4,3,4,3,3,4,3,3,4,4,3,service good
23/10/2025 11.26,Always Healthy Hospital Depok,Male,64,9,4,5,4,3,3,4,4,4,3,4,4,4,3,service good
20/10/2025 12.12,Always Healthy Hospital Malang,Female,55,7,4,4,4,4,3,4,3,4,4,3,4,3,3,service good
14/10/2025 09.58,Always Healthy Hospital Bandung,Male,35,10,4,4,4,4,3,4,4,4,4,4,3,5,3,service good
01/10/2025 23.09,Always Healthy Hospital Tangerang,Female,58,9,4,5,4,3,5,4,4,4,4,4,5,4,4,service good
25/10/2025 15.16,Always Healthy Hospital Palembang,Male,43,4,4,4,5,5,4,4,4,5,5,4,4,4,5,service good
04/10/2025 06.32,Always Healthy Hospital Jakarta,Female,58,10,4,4,3,5,4,4,4,4,4,4,4,4,4,service good
18/10/2025 20.43,Always Healthy Hospital Balikpapan,Male,29,9,5,4,4,5,5,5,5,4,4,4,4,4,4,service good
29/10/2025 22.41,Always Healthy Hospital Banjarmasin,Female,65,8,4,4,4,4,4,4,4,3,4,4,4,3,4,service good
28/10/2025 08.33,Always Healthy Hospital Semarang,Male,23,10,4,3,4,4,4,4,4,5,4,3,4,4,3,service good
30/10/2025 02.33,Always Healthy Hospital Pekanbaru,Female,49,10,4,4,4,4,3,4,3,4,4,5,4,4,4,service good
22/11/2025 19.22,Always Healthy Hospital Batam,Male,26,9,4,3,4,4,4,4,3,4,3,3,3,3,4,service good
17/11/2025 02.03,Always Healthy Hospital Bekasi,Female,56,10,5,4,4,3,4,4,5,5,5,3,5,5,4,service good
13/11/2025 03.24,Always Healthy Hospital Malang,Male,47,3,3,3,3,4,3,3,3,4,4,3,3,4,3,service good
01/11/2025 00.39,Always Healthy Hospital Banjarmasin,Female,64,10,4,4,4,5,5,4,4,5,4,4,4,4,3,service good
18/11/2025 07.31,Always Healthy Hospital Tangerang,Male,57,6,4,4,4,4,4,4,4,4,4,4,5,3,4,service good
06/11/2025 07.01,Always Healthy Hospital Depok,Female,57,9,4,4,3,5,3,3,4,4,3,4,4,3,3,service good
09/11/2025 19.30,Always Healthy Hospital Manado,Male,63,1,4,4,4,4,4,4,4,4,4,4,3,4,4,service good
03/11/2025 22.49,Always Healthy Hospital Medan,Female,34,10,4,4,4,3,4,4,3,4,4,3,4,4,3,service good
22/11/2025 00.02,Always Healthy Hospital Jakarta,Male,53,10,4,4,4,5,4,4,3,3,4,3,4,3,4,service good
01/11/2025 08.11,Always Healthy Hospital Surabaya,Female,29,7,4,4,3,3,3,3,3,4,4,3,3,4,3,service good
06/11/2025 16.07,Always Healthy Hospital Bogor,Male,38,9,4,4,4,4,4,4,4,5,3,4,3,4,3,service good
29/11/2025 00.37,Always Healthy Hospital Denpasar,Female,57,8,4,4,4,4,5,4,4,5,4,4,4,3,4,service good
20/11/2025 02.58,Always Healthy Hospital Batam,Male,29,8,3,3,2,3,3,3,3,3,2,2,3,2,2,"improve Emergency Response, Billing Process, Staff Friendliness, Waiting Time"
27/11/2025 06.18,Always Healthy Hospital Bandung,Female,35,10,4,3,4,4,3,5,2,3,4,4,3,4,4,improve Pharmacy Service
25/11/2025 22.06,Always Healthy Hospital Depok,Male,64,9,4,4,4,4,4,4,4,4,5,5,5,5,3,service good
30/11/2025 20.15,Always Healthy Hospital Manado,Female,62,4,4,5,4,5,4,4,4,4,5,3,5,3,4,service good
27/11/2025 12.15,Always Healthy Hospital Depok,Male,46,9,4,5,5,5,5,5,5,5,5,5,4,4,4,service good
20/11/2025 05.17,Always Healthy Hospital Palembang,Female,36,3,3,4,4,3,4,4,3,4,5,4,3,4,3,service good
01/11/2025 04.44,Always Healthy Hospital Denpasar,Male,24,7,4,4,4,4,5,5,4,4,5,4,4,3,4,service good
30/11/2025 21.04,Always Healthy Hospital Bogor,Female,36,10,4,4,4,3,4,4,4,3,4,3,3,4,4,service good
15/11/2025 10.15,Always Healthy Hospital Bekasi,Male,60,5,4,4,4,4,5,5,4,4,4,3,4,4,3,service good
16/11/2025 00.50,Always Healthy Hospital Palembang,Female,41,10,4,5,4,4,4,4,4,4,4,3,4,3,4,service good
22/11/2025 22.30,Always Healthy Hospital Palembang,Male,28,0,3,3,3,4,4,4,3,3,5,4,4,3,3,service good
21/11/2025 16.22,Always Healthy Hospital Padang,Female,58,1,4,5,5,4,5,5,4,4,4,4,4,5,4,service good
14/11/2025 19.49,Always Healthy Hospital Makassar,Male,45,10,5,5,5,5,5,5,4,5,4,4,4,4,4,service good
28/11/2025 13.49,Always Healthy Hospital Denpasar,Female,40,8,4,4,4,4,4,4,4,5,4,3,4,4,4,service good
13/11/2025 02.40,Always Healthy Hospital Medan,Male,65,10,4,4,4,4,4,4,4,5,4,4,4,4,4,service good
30/11/2025 16.07,Always Healthy Hospital Banjarmasin,Female,58,7,4,4,4,5,4,3,4,3,5,3,3,4,4,service good
28/11/2025 13.24,Always Healthy Hospital Depok,Male,42,5,3,4,3,4,3,3,3,3,4,3,4,4,3,service good
28/11/2025 18.46,Always Healthy Hospital Bandung,Female,50,5,3,3,3,3,3,3,4,3,3,3,3,3,3,service good
22/11/2025 20.48,Always Healthy Hospital Pekanbaru,Male,44,10,4,4,4,4,4,4,3,5,4,4,5,5,4,service good
17/11/2025 00.19,Always Healthy Hospital Depok,Female,35,3,4,3,4,4,4,4,4,4,4,3,4,4,4,service good
04/11/2025 11.56,Always Healthy Hospital Pekanbaru,Male,63,4,4,3,4,4,4,3,4,4,4,3,4,4,3,service good
15/11/2025 21.11,Always Healthy Hospital Padang,Female,51,7,4,3,3,5,3,5,4,3,5,3,4,3,3,service good
11/11/2025 05.16,Always Healthy Hospital Bandung,Male,52,5,3,2,3,3,3,3,4,3,3,3,2,2,3,"improve Facility Cleanliness, Staff Friendliness"
23/11/2025 14.53,Always Healthy Hospital Bandung,Female,49,7,4,4,4,4,5,3,3,4,4,4,4,3,4,service good
16/11/2025 08.31,Always Healthy Hospital Malang,Male,45,9,5,4,3,4,4,5,4,5,4,3,5,4,4,service good
25/11/2025 15.42,Always Healthy Hospital Jakarta,Female,62,3,3,4,4,3,3,4,4,4,4,3,4,4,4,service good
08/11/2025 05.08,Always Healthy Hospital Tangerang,Male,34,9,4,3,4,4,4,4,4,4,4,3,3,4,3,service good
14/11/2025 17.09,Always Healthy Hospital Yogyakarta,Female,33,8,4,5,5,4,5,5,5,5,5,4,4,5,5,service good
29/11/2025 05.39,Always Healthy Hospital Jakarta,Male,36,3,4,4,4,4,3,4,3,4,5,3,5,4,4,service good
03/11/2025 02.21,Always Healthy Hospital Bekasi,Female,59,10,3,4,4,3,5,4,4,3,4,2,4,4,4,improve Billing Process
20/11/2025 01.23,Always Healthy Hospital Semarang,Male,35,9,4,4,4,4,5,4,4,4,5,3,4,4,4,service good
16/11/2025 05.19,Always Healthy Hospital Banjarmasin,Female,33,9,5,5,5,4,5,4,4,5,5,4,4,4,5,service good
08/11/2025 13.36,Always Healthy Hospital Banjarmasin,Male,28,10,4,4,5,4,5,5,5,5,5,4,4,4,4,service good
07/11/2025 18.42,Always Healthy Hospital Palembang,Female,59,1,3,4,4,3,4,4,3,4,4,3,3,3,4,service good
04/11/2025 15.11,Always Healthy Hospital Makassar,Male,36,10,5,5,4,4,3,5,5,4,3,4,5,4,3,service good
02/11/2025 14.53,Always Healthy Hospital Balikpapan,Female,48,2,3,5,4,4,4,4,4,3,4,4,4,3,3,service good
18/11/2025 20.55,Always Healthy Hospital Bekasi,Male,36,8,4,4,5,5,5,5,4,5,5,5,5,5,5,service good
08/11/2025 05.21,Always Healthy Hospital Manado,Female,65,9,4,3,4,3,3,3,4,3,3,3,3,4,4,service good
13/11/2025 04.59,Always Healthy Hospital Bandung,Male,23,10,4,3,4,3,4,3,4,3,4,4,4,5,4,service good
13/11/2025 21.17,Always Healthy Hospital Surabaya,Female,33,10,4,4,4,4,4,3,4,4,4,3,4,3,3,service good
20/11/2025 00.16,Always Healthy Hospital Manado,Male,57,10,4,4,5,4,3,3,4,5,4,4,4,4,4,service good
29/11/2025 23.37,Always Healthy Hospital Medan,Female,31,9,4,4,4,3,4,4,4,3,5,3,5,4,4,service good
21/11/2025 07.33,Always Healthy Hospital Surabaya,Male,61,9,5,5,3,4,4,5,4,4,4,4,4,4,4,service good
06/11/2025 00.25,Always Healthy Hospital Banjarmasin,Female,22,10,4,4,4,3,4,2,3,3,3,3,3,3,3,improve Nurse Service
12/11/2025 11.57,Always Healthy Hospital Makassar,Male,31,4,4,4,4,4,3,5,3,3,4,4,5,5,3,service good
21/11/2025 08.27,Always Healthy Hospital Jakarta,Female,44,10,3,3,4,4,4,4,4,4,4,4,4,4,3,service good
13/11/2025 11.02,Always Healthy Hospital Tangerang,Male,65,9,5,4,3,4,5,4,4,5,4,3,4,4,4,service good
29/11/2025 04.29,Always Healthy Hospital Manado,Female,44,10,4,4,4,4,4,4,4,5,3,3,5,4,4,service good
11/11/2025 07.17,Always Healthy Hospital Banjarmasin,Male,24,10,4,5,5,5,4,5,5,4,5,4,5,4,4,service good
24/11/2025 15.43,Always Healthy Hospital Banjarmasin,Female,48,10,4,4,4,3,4,4,4,4,4,3,3,4,4,service good
11/11/2025 12.06,Always Healthy Hospital Tangerang,Male,59,2,4,4,4,4,4,4,4,3,4,4,5,5,4,service good
10/11/2025 07.19,Always Healthy Hospital Denpasar,Female,62,10,3,3,3,5,4,4,4,3,4,3,5,4,3,service good
02/11/2025 17.12,Always Healthy Hospital Bekasi,Male,59,10,4,3,3,4,4,4,3,4,4,4,4,5,4,service good
20/11/2025 10.23,Always Healthy Hospital Jakarta,Female,54,9,4,4,4,3,3,4,5,4,4,3,4,3,3,service good
21/11/2025 14.05,Always Healthy Hospital Bekasi,Male,45,7,4,5,4,5,4,4,4,5,4,3,4,4,5,service good
08/11/2025 06.22,Always Healthy Hospital Bekasi,Female,22,9,4,4,5,4,5,5,3,5,4,5,3,4,4,service good
02/11/2025 03.13,Always Healthy Hospital Bandung,Male,57,10,4,4,3,3,5,4,4,3,4,3,3,4,3,service good
21/11/2025 22.55,Always Healthy Hospital Padang,Female,27,7,3,3,3,3,3,3,3,3,3,3,3,3,3,service good
17/11/2025 13.00,Always Healthy Hospital Malang,Male,22,0,4,4,4,4,4,3,3,4,4,3,4,3,3,service good
29/11/2025 08.25,Always Healthy Hospital Medan,Female,32,9,4,4,4,4,4,4,4,4,4,3,3,5,3,service good
23/11/2025 04.33,Always Healthy Hospital Yogyakarta,Male,37,9,3,3,3,3,4,4,4,3,3,3,4,4,4,service good
06/11/2025 13.24,Always Healthy Hospital Pekanbaru,Female,59,9,4,4,4,4,4,5,4,4,4,4,4,5,4,service good
12/11/2025 12.54,Always Healthy Hospital Padang,Male,32,7,4,4,3,5,5,4,4,3,3,4,4,5,4,service good
04/11/2025 12.32,Always Healthy Hospital Denpasar,Female,58,6,3,4,4,4,4,4,4,4,4,3,4,5,3,service good
30/11/2025 14.00,Always Healthy Hospital Batam,Male,31,8,4,4,4,4,4,3,4,4,4,4,3,3,3,service good
11/11/2025 21.21,Always Healthy Hospital Makassar,Female,28,10,5,4,4,4,4,4,5,4,4,4,4,4,5,service good
21/11/2025 06.53,Always Healthy Hospital Jakarta,Male,51,9,5,4,4,4,5,4,4,4,4,4,4,5,3,service good
08/11/2025 01.18,Always Healthy Hospital Bandung,Female,24,1,3,3,3,5,3,4,3,3,3,3,4,3,3,service good
14/11/2025 13.54,Always Healthy Hospital Depok,Male,35,8,4,4,4,4,4,4,4,4,5,3,4,5,4,service good
14/11/2025 21.17,Always Healthy Hospital Semarang,Female,50,2,3,4,3,4,4,3,3,3,3,3,4,2,3,improve Staff Friendliness
09/11/2025 02.00,Always Healthy Hospital Batam,Male,56,10,4,4,4,5,3,4,4,3,3,3,3,4,3,service good
08/11/2025 07.36,Always Healthy Hospital Tangerang,Female,30,9,4,4,4,4,5,4,4,4,4,5,5,3,4,service good
04/11/2025 20.13,Always Healthy Hospital Semarang,Male,65,7,4,4,5,4,4,5,4,4,4,4,4,4,4,service good
03/11/2025 13.46,Always Healthy Hospital Semarang,Female,47,4,4,4,4,4,4,5,4,4,3,4,4,4,4,service good
18/11/2025 18.02,Always Healthy Hospital Balikpapan,Male,37,10,4,3,3,5,4,3,4,4,4,3,4,3,3,service good
24/11/2025 20.08,Always Healthy Hospital Depok,Female,58,10,4,4,3,4,4,3,3,4,4,3,4,4,4,service good
01/11/2025 22.39,Always Healthy Hospital Pekanbaru,Male,21,3,3,3,4,4,4,4,5,2,3,3,4,4,3,improve Laboratory
17/11/2025 15.12,Always Healthy Hospital Pekanbaru,Female,37,8,3,4,4,4,4,4,3,4,3,3,3,4,3,service good
27/11/2025 16.55,Always Healthy Hospital Semarang,Male,44,10,4,4,4,4,3,4,4,4,3,4,4,4,4,service good
27/11/2025 13.49,Always Healthy Hospital Malang,Female,65,10,4,4,4,3,4,4,3,3,4,3,4,4,3,service good
30/11/2025 10.02,Always Healthy Hospital Tangerang,Male,37,9,4,4,5,4,3,4,4,4,4,4,4,4,4,service good
23/11/2025 05.46,Always Healthy Hospital Palembang,Female,47,10,4,3,4,4,3,3,4,3,4,3,4,4,3,service good
08/11/2025 10.26,Always Healthy Hospital Bandung,Male,48,10,5,4,4,4,5,5,5,4,4,4,5,4,4,service good
30/11/2025 01.34,Always Healthy Hospital Tangerang,Female,40,9,4,4,4,3,4,5,4,4,4,3,4,3,3,service good
20/11/2025 11.15,Always Healthy Hospital Makassar,Male,53,7,4,4,5,3,3,3,2,3,3,3,3,3,4,improve Pharmacy Service
06/11/2025 19.15,Always Healthy Hospital Surabaya,Female,62,8,4,4,4,3,4,4,4,3,5,3,3,4,4,service good
24/11/2025 22.01,Always Healthy Hospital Malang,Male,22,9,4,5,5,4,5,4,5,4,4,4,4,5,4,service good
02/11/2025 14.46,Always Healthy Hospital Surabaya,Female,62,8,3,4,4,4,4,3,3,4,3,4,3,3,3,service good
27/11/2025 08.20,Always Healthy Hospital Banjarmasin,Male,45,8,5,4,5,5,5,5,5,5,5,4,4,4,4,service good
20/11/2025 11.41,Always Healthy Hospital Depok,Female,21,7,4,3,3,4,3,5,4,4,3,3,4,4,3,service good
29/11/2025 00.31,Always Healthy Hospital Padang,Male,40,6,4,4,4,3,4,5,4,5,4,4,4,4,5,service good
29/11/2025 06.49,Always Healthy Hospital Manado,Female,61,10,5,5,5,5,4,3,5,5,4,4,4,5,4,service good
13/11/2025 17.50,Always Healthy Hospital Depok,Male,33,1,4,4,4,4,4,3,4,5,4,4,3,4,4,service good
